1334849028,进阶
108858,编号89757
108792,只对你说 (莎朗嘿唷)
108136,故事细腻
108950,就是我
108576,发现爱
40147554,关键词
108154,Love U U - (电影《夏日乐悠悠》主题曲)
108390,说谎
562594267,成全
108179,浪费
108224,突然想起你(Live)
432509483,全世界谁倾听你  - (电影《从你的全世界路过》插曲)
108557,残酷月光
417833029,天真有邪
108393,心酸
108194,傻子
350651,我爱的人
108281,想自由
479408180,船
5247677,"背影 - (电视剧《斗牛, 要不要》插曲)"
350616,你是我的眼
417250911,我梦见你梦见我
108539,神秘嘉宾
108291,拥有
108284,我总是一个人在练习一个人
1294910319,脆弱一分钟 - (电视剧《爱情进化论》片头曲)
108273,美妙生活
108411,感同身受
862102137,推动摇篮的手
862098927,致姗姗来迟的你 (Live)
417250913,勿忘你
108536,眼色
108191,勉强幸福
417250908,坏与更坏
108567,心有林夕
417250909,我已经敢想你
34614324,突然好想你(Live)
108277,自然醒
417833031,一点点
108182,诱
108170,思凡
442898703,长大的童话 - (电影《西城童话》主题曲)
108571,再别康桥
26608581,离开地球表面 (Live)
428095030,天将明 - (电视剧《秦时明月》片头曲)
34179838,如同悲伤被下载了两次 
25850223,我只在乎你
417833028,让世界毁灭
108549,请说
417250910,飞
108294,早开的晚霞
296894,给小孩
5240868,吻得太逼真/酷爱(Live) - live
436016777,兜圈 - (电视剧《必娶女人》片尾曲)
108545,伯乐
108382,耳朵
108542,爱情是圆的
1293886117,年少有为
518686034,戒烟
133998,老街
1318234987,贝贝
1318235595,耳朵
31654343,不将就 - (电影《何以笙箫默》片尾主题曲)
31134193,出卖
407450223,爸爸妈妈
29710981,喜剧之王
27731176,模特
27678655,李白
506092654,我看着你的时候
862129612,王牌冤家
29764562,作曲家
428375722,不说 - (电影《从你的全世界路过》路过版主题曲)
31877243,笑忘书 (Live) - (原唱：王菲)
29764563,不搭
31134197,边走边唱
1318234982,我知道是你
570334069,成长之重量 - (电影《动物世界》成长版片尾曲)
1305547844,贫穷或富有
862130427,念念又不忘
1309866644,张家明和婉君
511920347,祝你幸福
27731177,太坦白
31134170,小芳
29764564,自拍
27731172,都一样
407450218,有理想
27731174,老伴
502242110,歌谣
29764565,哎呀
29764561,落俗
1318234981,乐团
486323960,就这样
27731179,有一个姑娘
407459147,女孩
479223381,嗯
515143802,后羿 - (《王者荣耀》后羿英雄主打歌)
27731175,两个人
400074326,满座
31134194,如果有一天
493631465,裙姊
407459145,优点
134000,小黄
29764568,天生
407450219,野生动物
407459148,流行歌曲
29818451,王者之声  - (第25届台湾金曲奖颁奖典礼 现场版)
31134196,不留
29004400,烟火里的尘埃
32835565,国王与乞丐
1305366556,寒鸦少年 - (电视剧《斗破苍穹》主题曲)
32619105,我管你
442869498,齐天大圣 - (原曲：电视剧《西游记》片头曲《云宫迅音》)
481859794,齐天 - (电影《悟空传》主题曲)
33190545,异类
447076308,南屏晚钟 - (原唱：崔萍)
420125810,Here We Are  - (电影《使徒行者》主题曲)
507364050,无聊人
472137749,寻 - (节目《花儿与少年3·冒险季》主题曲)
509135782,智商二五零 - (《王者荣耀》鲁班七号英雄主打歌)
432698831,我离孤单几公里
437859519,我的滑板鞋2016 - (原唱：约瑟翰庞麦郎)
34228112,蜉蝣
426291338,For Forever
29418037,微光 - (Shimmer)
435288233,流浪记 - (原唱：巴奈)
34964198,地球之盐
29418042,我们都是孤独的
29357467,卡西莫多的礼物
419250437,造物者
422463501,To Be Free - (电影《勇士之门》宣传曲)
33705671,差不多先生 (Live) - live
448520454,如果你是李白 - (原唱：莫文蔚)
417833854,巨鹿
432698825,消失的昨天
31645164,癌
29418040,拆弹专家
441489796,Dear Friend - (原唱：顺子)
434981391,写给未来的孩子
29418038,Let You Go
434981389,世界是个动物园
29418043,不朽
471374398,随我 - (2017快乐男声主题曲)
434981388,逃离乌托邦
29785948,我(live版)
409060097,火星情报局
434981393,忧伤的巨人
444267927,痒 - (原唱：黄龄)
436699211,故乡的云 - (原唱：文章)
29418041,环游
434981390,变相怪杰
28160015,趁你还年轻 - (电影《等风来》推广曲)
29418045,枕边故事
29343845,自己的太阳
29785930,春(Live版)
438801570,老鼠爱大米 - (原唱：杨臣刚)
522320210,穿心 - (《相爱穿梭千年2：月光下的交换》电视剧主题曲)
450041250,音乐剧《如果爱》片段 - (原唱：张学友)
546279760,目不转睛
1304920094,目不转睛 (Live)
1306498831,童言无忌 (Live)
1334596367,Shout It Out
1306498829,时间是金 (Live)
1296583189,悬崖华尔兹 (Live)
1300594121,追梦 (Live)
1313052961,三思而后行 
1302091338,Champ(Live)
1311347344,梦魇 (live)
1294899232,打个总结 (Live)
449239631,打个总结 (fly and ride)
1334731383,有一颗星为我存在
449239668,童言无忌（不插电）
546282750,Better Than Me？Feat. 辛巴 & Pact
1308778163,PUMA
449235912,时间是金/ Time Is A Fool
546281919,Liquor Whisper
1305111058,吴亦凡战队Cypher (Live)
474909514,Mask Off Remix (freestyle)
546281866,I Feel Great Feat. 黄旭
546282611,梦魇 Feat 梦徐MX Prod. By CANIS MAJOR
1311401375,Dream Girl
546277965,C.D.C (Panorama City Remix)
449004958,- Skrr（王以太 remix）
1300595127,中国新说唱EP05-RAP05
449235296,Come and Stay with me
546285149,FEEL. REMIX
449234664,yelawolf - 猎人（till its gone）（王以太 remix）
546283046,也是福Freestyle Prod. By 也是福
555142247,结不完REMIX
536295979,结不完
449233677,wiz khalifa-豹子 (king of everything remix)（王以太 Remix）
1341866841,冒椒火辣
1313363971,铁血战士 - (《铁血战士》电影同名推广曲)
574566207,盗将行
1330993997,隐身药水
29805698,前方
547969394,直面丑陋的自己
1293953560,抱影而眠
482395089,离家的少年
439121043,鲜活
1306498527,毫无惊喜的一万多天
472944235,烛火
514761027,儿时 (Live)
36080501,最轻的雪花
413834633,小娃
41656504,时空梦
534085837,希求 - (《莫名我就喜欢你》电影推广曲)
558754137,青春是一本仓促的书
496298743,尘灰
448316932,摩托车带我出京
29805686,雨中骄阳(序曲)
27678894,红尘
29805692,给我你的双手
29805688,迷失
28288509,雪后晨早
29805689,镜中迷
27678892,纯粹
521602251,我有一个长长的。。。
29805691,挣
41637011,男子汉不哭
29805693,夜路茫茫
419373022,伤口
454213540,伟哥炸酱面
29805695,宽广的街
504663316,摩托车（交响）
29805697,信念(尾声)
27678890,灭
27678891,身影
504661556,伴你左右
439121044,鲜活 (伴奏)
504662831,雨中的骄阳
513360049,战斗
41663670,马老湿进群拜年
513360048,离家少年 (纯音乐版)
504663250,镜中迷片段
569214142,炸酱面 (live in 北京)
488008642,关于众筹的问候+《烛火》
496382039,尘灰 (伴奏)
504662460,幻美夜空
504662653,配乐专辑问候语
504663410,夜色中追逐
513356040,片头曲 (1)
513356041,奉献与真理
514761281,白羊
522510615,千禧
504624714,青柠
1336871144,宝贝
1294899029,心事
461899833,鸽子
466370500,不二臣
557581095,双子
546723152,拥抱
509932349,失物招领
445505374,心仪
472117541,林宥嘉
528271077,年年
1323303739,艺术家
1306496592,霓虹
480783619,迂回
1299570603,戏精
486252038,陈瑞
430026506, 虹
429459647,What I Could Do
1319595713,青柠（合唱版）（Cover：徐秉龙）
1322670488,青柠（Cover：徐秉龙/桃十五）
1340701493,青柠（Cover：徐秉龙）
1342578560,离家最近的路 (伴奏)
1342592226,离家最近的路 - (网易云音乐温暖2019特别企划)
458243905,孤僻症
536099160,不染 - (电视剧《香蜜沉沉烬如霜》主题曲)
569213220,像我这样的人
569200213,消愁
1334270281,别再闹了 - (电影《来电狂响》暖冬主题曲)
525278524,无问 - (电影《无问西东》宣传曲)
569214247,平凡的一天
569214250,借
569200210,给你给我
1313052960,从无到有 - (电视剧《创业时代》片尾主题曲)
569212211,盛夏
569214252,如果有一天我变得很有钱
569200212,一荤一素
569212210,想你想你
569200211,哎哟
524913480,感觉自己是巨星 - (电影《卧底巨星》推广曲)
518088247,项羽虞姬 - (《王者荣耀》项羽虞姬英雄主打歌)
569214251,芬芳一生
1332490992,在无风时 - (美的空调无风主题曲)
569214249,南一道街
1325897605,那时的我们
1306496991,一江水 - (电视剧《天坑鹰猎》概念主题曲)
519250015,请记住我 - (《寻梦环游记》中文主题曲)
862098671,意料之中
569212213,Bonus Track：给你给我 (Demo版)
569200214,Bonus Track：一荤一素 (Demo版)
523946593,Remember Me (Mao Bu Yi Version)
542058293,牧马城市 - (电视剧《老男孩》片尾曲)
1304301646,梅香如故 - (电视剧《如懿传》片尾曲)
541422041,浴火成诗 - (《烈火如歌》电视剧片尾曲)
502925974,一半 (Live)
518089004,二零三
518089001,一程山路
542667241,月下独酌 (Live)
505474396,故乡游 (Live)
528251032,深夜一角
526470589,下雨了 (Live)
528251035,南一道街 North Hollywood
503206092,南一道街_North Hollywood (Live)
505474398,Imagine (Live)
508053465,青春 (Live)
528251030,等
528251031,明天的孩子们
508053467,模特 (Live)
522320029,203 + 感觉自己是巨星 (Live)
521267030,像我这样的人 + 一程山路 (Live)
541422440,牧羊曲 (Live)
521267035,很多事要唱 (Live)
521267037,一生所爱 (Live)
524913511,我要你 (Live)
525278997,渡情 (Live)
1332424898,光年之外 (热爱版)
527335918,乌云中
1313107926,攀登 (Live)
1302066405,顶天立地(Live)
1297743638,你能看到我
1294924175,AIR (Live)
1336789742,永不独行 - (2018《球球大作战》年终总决赛（BGF）主题曲)
1333345619,星球坠落 - (FALLING)
1306507052,蜕变 (Live)
1313052974,新三部曲 (Live)
1325898847,Bad Habit
1311319387,West Side (live)
482359378,巨人(JU REN)
1325897054,绿色丛林 - (2018丛林电子音乐节主题曲)
1325897507,唯一的港湾
1335952082,日落之巅 (Running)
1333345621,女孩
1333345612,小人物
550004449,我到新疆去
538225861,家走
557579646,外婆
1333345615,都是小事儿
1321751090,真的
506987626,AMAZING GIRL(Prod by.Ballrockin)
1313107985,逍遥 - (Unfettered)
1304922136,潘玮柏邓紫棋战队Cypher (Live)
532440736,Blur out(#STONA GANG)
480223645,Trilogy(三部曲)
1305111035,中国新说唱EP07 RAP07 (Live)
1312148449,蛋 feat.艾热
1333345613,往昔
1333345616,WESTSIDE
1333345618,受够了
512429325,Kichik ishla(都是小事儿)
486411799,HipHop 101
479004655,B.T.T.O.D(往昔)
473787122,Not Young Anymore (Prod. by Vyan & 史家汝)
488891197,On My Way
477730424,Doubt(疑惑)
464486381,慢慢来
475377394,THAT'S RIGHT(#STONA GANG)
1294889259,和平鸽Peace&Dove (Prod by. Situasian张太郎)
29950540,Tokyo Drift
29950541,Pray
487567513,FEELING RIGHT(#STONA GANG)
29950542,The Black Swan
410710937,LIFE LIKE THIS 2016
1297486024,Get High（Live版）
1300423168,安静的稻草人 (Live)
1297532271,风语画江湖 - (电影《风语咒》热血版插曲)
167876,有何不可
411214279,雅俗共赏
28854182,惊鸿一面
167827,素颜
167655,幻听
167937,断桥残雪
1327456179,绝代风华 - (天下3十周年主题曲)
167850,庐州月
554191378,我乐意
573384240,如约而至
569213279,大千世界
167882,清明雨上
5255987,你若成风
412902950,最佳歌手
167844,灰色头像
27646687,玫瑰花的葬礼
28802028,山水之间
402073807,燕归巢
167873,多余的解释
167870,如果当时
167744,半城烟沙
862099032,明智之举
167885,城府
167732,千百度
167666,闺蜜
521415426,蝴蝶的时间
34040693,千古
167841,叹服
167888,认错
167691,天龙八部之宿敌 - (网游《天龙八部3》主题曲)
415792563,摄影艺术
448144319,今年勇
418603441,平行宇宙
167705,想象之中
167679,全球变冷
167903,我想牵着你的手
428095913,江湖  - (网剧《画江湖之不良人》主题曲)
167712,拆东墙
167786,南山忆
167715,医生
465677131,深夜书店
557584658,老古董
167815,情侣装
167727,降温
167709,河山大好
167894,星座书上
28952258,弹指一挥间
28953350,七夕
28029855,别咬我
404182479,书香年华
25643291,需要人陪
27713963,好心分手 - (DUET WITH 王力宏)
25986095,大城小爱
27698606,爱一点 - (Love a Little)
440411424,缘分一道桥 - (电影《长城》片尾曲)
25642125,你不知道的事 - (电影《恋爱通告》主题曲)
27483167,唯一
25642129,依然爱你
25642952,我们的歌
461864856,飘向北方
25643258,心跳
25643327,爱的就是你 - (电视剧《蜜桃女孩》片头曲)
25643236,春雨里洗过的太阳
25642941,改变自己
5233037,另一个天堂
25641873,爱错
25642136,Can You Feel My World
5268423,手牵手 - (2003年抗非典公益歌曲)
25986099,花田错
5239564,你是我心内的一首歌
25642946,落叶归根
25641840,心中的日月
25643359,龙的传人
25642788,不可能错过你
25986093,Kiss Goodbye
29932099,就是现在
25642121,你不在
25986094,爱 因为在心中
25642119,火力全开
5257150,雪人
25643275,美
25642153,一首简单的歌 - (电视剧《巴黎恋人》片尾曲)
25643240,脚本
25643354,两个人不等于我们
5257435,Forever Love
5257143,让我取暖
30070681,你的爱
30260024,忘我
25986103,在梅边
25986097,盖世英雄
25643227,爱你等于爱自己
25794006,One Shot
25643268,伯牙绝弦 - (电影《恋爱通告》概念主题曲)
25641863,星座
25986096,第一个清晨
554365990,Tonight Forever
422463810,FLOW
25642769,Julia
28660644,比你更好(粤语版)
29850094,裂心
191232,遥远的她
188432,如果这都不算爱
189315,慢慢
190449,吻别
190270,饿狼传说
189987,只想一生跟你走
188429,我真的受伤了
188674,情书
189396,一千个伤心的理由
188647,她来听我的演唱会
190380,还是觉得你最好
190360,等你等到我心痛
188071,一路上有你
188657,你最珍贵
188703,李香兰
188671,心如刀割
187672,烦恼歌
188989,离人
36861904,"相爱很难(电影""男人四十""歌曲)"
189841,离开以后
188555,相思风雨中 - (电视剧《出位江湖》插曲)
189072,回头太难
190563,每天爱你多一些
187937,小城大事 - live
5251209,承诺(香港版)
189313,忘记你我做不到
190328,祝福
189714,旧情绵绵
190473,秋意浓
190808,夕阳醉了
188261,咖啡
190803,只愿一生爱一人
190807,忘情冷雨夜
189012,头发乱了
5285096,地球大合唱
188747,雨夜的浪漫
190452,情网
5251908,月半弯
110805,你的名字 我的姓氏
190372,分手总要在雨天
189873,我等到花儿也谢了
4875060,如果.爱 - (《如果 爱》主题曲)
94743,这么近那么远
5277180,最好的声音
190443,留住这时光 (Full Version)
187911,约定 - live
188948,爱你痛到不知痛 - (1999年TVB版电视剧《雪山飞狐》主题曲)
187966,情人 - live
189212,想和你去吹吹风
191147,飞机师的风衣
553755659,可不可以
1300902916,体温
1326798980,星期天
1306498212,可不可以 (伴奏)
1317201260,可不可以（男女双声道）（Cover：张紫豪）
1326798981,星期天 (伴奏)
862777791,纸短情长（Cover：烟把儿）
1342505713,地铁等待 (正版)
436514312,成都
202373,南方姑娘
29567189,理想
29567193,我们的时光
202369,画
29567192,少年锦时
447925059,阿刁 - (Diao)
29567191,三十岁的女人
447926067,鼓楼 - (The Drum Tower)
447925066,八十年代的歌 - (Song Of The 80s)
530995556,十九岁 - (At The Age of Nineteen)
437608773,无法长大
447926063,朵 - (Dorr)
29567187,吉姆餐厅
447925058,玛丽 - (Mary)
1295824647,彩虹下面 - (电影《西虹市首富》推广曲)
33166602,让我偷偷看你
29567188,家乡
202368,未给姐姐递出的信
28111471,已是两条路上的人
517567264,静下来
29567185,北京的冬天
29567190,梦中的哈德森
34852810,再也不会去丽江
447925067,再见北京 - (Goodbye! Beijing!)
29567194,小屋
202377,妈妈
202367,人家
202376,背影
202375,开往北京的火车
29567186,浮游
447925063,孤独 - (Left Alone)
202370,不开的唇
447926068,窑上路 - (Yao-shang Road)
202371,赵小雷
29810320,未给姐姐递出的信 
433018041,民谣
202374,Over
553546118,朵儿 (Live版)
1327930869,1三十岁的女人（Cover：赵雷）
432792901,凭什么说爱你
432792905,夏天
433018045,往事只能回味
31460216,米店
432792904,何必
433018044,爱人你在哪里
433018046,逆流而上
433018047,飞来飞去
432792903,塔吉汗
460628183,月亮粑粑 (Live)
1296583188,星球坠落 (Live)
464976941,星球杯
1298898548,特别
1293904991,月儿圆
864489248,给妈妈的歌
1306497504,坠落
1311345343,特别 (live)
1294889228,月儿圆 (Live)
1305111035,中国新说唱EP07 RAP07 (Live)
557158202,别
525413104,加利福利亚的梦
1313082595,听懂没
1320100116,嗨咯喂
550119706,错不在我
551763604,Trend It
1327111546,Drip
525824280,NoMo
550121607,索尼克ソニック
1304803527,ICED OUT(prod. Guala Beatz)
519002337,Wait
1305776662,Space Fleet
550123408,Stay Right Here Pt.2
1312894164,Good Trip [Keep On Movin'] Prod.S.O
1300104493,星球坠落
514761281,白羊
479598964,椿
419374177,带我走（Live）
1336856449,告白 - (原唱：王欣宇)
1321827584,只对你有感觉（Cover：飞轮海）
412319591,狂恋你（Cover：Every Little Thing）
1335536425,形容（Demo）
419374174,恶作剧（Live）
1318156992,道理的道理
571338448,不打扰
425065716,好想你
561438803,Blue Dress
539820204,里面 - (Inside)
1335536441,鲨鱼（Demo）
29414160,越来越不懂
1335539258,推理（Demo）
423104061,天蝎（Cover：Every Little Thing）
407032014,菲菲
432464446,Love Love Love(Live)
1335541083,低空飞行（Demo）
413831989,水瓶
440767269,预言家
412493467,宝贝（Cover：张悬）
412493469,理想三旬（Live）
1335541085,独居男子（Demo）
423104063,关于我爱你
1335539249,渔父引（Demo）
515426297,好奇
407004034,氤氲
522260945,日子全都喂给了猫
1332190871,Galway Girl（Cover：Ed Sheeran）
1316655952,Shape Of You（Cover Ed Sheeran）
408943029,喜欢（Guitar Ver.）
1340379963,溪（Demo）
444075076,别看我只是一只羊
1335537424,嘿（Demo）
1335536417,剃须刀（Demo）
434022943,立方客
515432783,Gorgeous(Guitar Ver.)（Cover Taylor Swift）
406752375,爱冬野的少年
412319592,迷津
412493468,狂恋你 (Live)
427609084,今天只做一件事+儿歌(Live）
468047756,双子座（Guitar Ver.)（Cover 彭青）
536442360,夜盲症（Cover 蔡健雅）
1315053649,Chaperone（Cover Hurts）
427606723,Raindrops Keep Fallin' On My Head
425724056,仍然
407004033,讨厌
504042391,陷于灰色幻象
1294899063,陷阱
1294889064,陷阱 (伴奏)
1341939767,致你：所爱
1341939768,致你：所爱 (伴奏)
1316824131,突然想起你
1316330165,路人甲
1334818166,爱你
1327298704,无憾
1318571147,没有如果
1320122137,好像从前
1316330166,路人甲 (伴奏)
1316824132,突然想起你 (伴奏)
1334818167,爱你 (伴奏)
1309901503,路人甲(伴奏)
1318571148,没有如果(伴奏)
1327298705,无憾 (伴奏)
1320122138,好像从前 (伴奏)
26524701,My Heart Will Go On
519913462,做我的猫
28784206,DAY LOVE NIGHT
473181848,reset-轮回者（满舒克 / FatKan remix）
436667978,慢慢来
528270313,FALL IN LOVE
1300594121,追梦 (Live)
470610329,不必说再见
535542233,陪 你 过 冬 天 [Remix. Xein.X](feat. Heathen.CT)
459815982,不想错过你
41657467,每一天
26577192,天亮前出发
29129900,燃烧
562597376,燃
1329719089,噢！乖 - (电影《狗十三》宣传曲)
1305364933,Please Everybody
26550644,你进我退
534541257,Logo
408943628,You Don't Even Know
25730240,那年我们一起追过的女孩feat.MC何山+孔艺萌 beat prod.by 7JZ
444269464,Always On The Road
492144600,Real Life
470607987,Never Lonely
472639932,Don't Go
32785382,怎么还没睡
1294910218,Keep My Mind (Live)
1302084266,浪得冒泡
454992953,2phones(Remix)
29829353,Can't take my eyes off you
29829361,Winter Song (Syrup Remix)
447079183,Always on the Road
1296548178,Yellow Soul (Live)
461547333,2PHONE
26550640,保质期
28234982,翱翔
29129901,深度失眠
26550643,凌晨的房间
29829360,Truth
1294910220,中国新说唱EP02-RAP02 (Live)
26550627,Feel It Now
560340441,陪你过夏天
29775054,Kill It
399410096,CoolTrip
504213411,back to the dream
27853054,Pinup Lady
470608760,Stay Alone Together
529823758,唯一
32719136,ATM
29775061,夸张
36307984,海风上岸
534540498,藏
41500546,China-X
34380473,color-X 3D
454129387,PDD
405987145,China-P
534540013,乐游记
465593781,胭脂妆
34779103,color-X
1332654794,China-L
1316562742,Diplo & MØ - Stay Open (徐梦圆 Remix)
536624791,玻璃糖
423104116,China-PiPa
1304920086,China-E
466327445,China-O
409650440,China-A
436675327,China-Rain
427017128,Water
418257482,大鱼(徐梦圆Remix)
555557845,China-C
1339042889,Daybreak
457840567,The Chinese zither
442899497,在你身边（Feat.徐梦圆）
493041272,China-U
34779102,summer
496871005,张大仙你是妖怪吧
35032211,China
862099538,第五人格
1325897973,抱紧你
483378714,Candy Girl
542541179,China-X/锦里/南锣鼓巷(旌影mashup)
409654860,China-Y
34380477,upside-down 3D
419375942,China-Dance
424496657,Slip
407761545,China-M
34779260,中二也要弹钢琴
406000489,Whatever
34380471,3D RUN
41642380,Say Hi
34779255,时雨
34780516,JUMP
415085467,愿世界对你温柔相待
459115868,醉（Feat.徐梦圆）
449291487,12.25
865674005,雨
411988718,China-Future
487587911,All Smile
503206672,Piercing Light (徐梦圆 Remix)
40249016,Christmas
454966416,China-Dragon
186453,春夏秋冬
186436,玻璃之情
26620756,当爱已成往事
188204,沉默是金
188175,倩女幽魂 - (电影《倩女幽魂》主题曲)
188451,当年情(Live)
186490,心跳呼吸正常
29343374,怪你过份美丽
29343372,有心人
187374,我
188489,风继续吹(Live)
188222,别话
187786,最冷一天
186707,想你
186699,共同渡过
188591,似水流年
186843,月亮代表我的心
187564,左右手
186760,风再起时
187408,愿你决定
5285096,地球大合唱
186488,洁身自爱
29343376,这些年来
187402,午后红茶
186689,无心睡眠
26075328,寂寞夜晚
26075355,至少还有你 (00 Live)(live版) - live
187076,Monica(Live) - live
186623,奔向未来日子 - (电影《英雄本色Ⅱ》主题曲)
186820,路过蜻蜓
186899,蝶变
26620821,追 - (电影《金枝玉叶》插曲)
36861903,芳华绝代
186852,春光乍泄
186626,胭脂扣 - (电影《胭脂扣》主题曲)
26620787,今生今世 - (电影《金枝玉叶》插曲)
187527,你这样恨我
187600,全世界只想你来爱我
29343361,暴风一族
186693,拒绝再玩
187382,侯斯顿之恋
187387,身边有人
34341388,千千阙歌 - Live - (张国荣告别歌坛演唱会)
188807,明月夜
5284499,永远的朋友
186696,你在何地
186459,十号风球
188575,明星
26620779,红颜白发 - (电影《白发魔女传》主题曲)
187083,为你钟情(Live) - live
571338083,醒着醉
557584888,往后余生
1334296172,平凡的你我
554118097,往后余生原创(demo)
1329745304,醒着醉（新编版）
1311345294,回首仍是少年
1300595131,北岸
1334461889,不甘 - (电影《叶问外传：张天志》宣传曲)
572035587,往后余生伴奏
547099268,红山小记
1334296173,平凡的你我-伴奏
1329745317,醒着醉（新编版）-伴奏
529668356,你要的全拿走 - (Take Everything You Want)
28191532,为你我受冷风吹
4873065,月光 - (动画《秦时明月》主题曲)
530986052,返老还童
93213,红颜 - (电视剧《荆轲刺秦》片尾主题曲)
420513275,还魂门  - (电视剧《老九门》主题曲)
25639331,在一起
4874264,诀别诗 - (《少年杨家将》插曲)
69973,北京祝福你
93053,男人KTV
31877078,山丘 (Live)
93190,愿望
31877469,你的背包 (Live)
31877395,味道 (Live)
93188,蝴蝶
92809,一万光年
29818420,有过你
31877132,一言难尽 (Live)
25639304,爱情是怎么了
409941438,鸽子 - (原唱 : 宋冬野)
92824,伤痕
28191529,当爱已成往事
27514900,江湖再见 - (电视剧《龙门镖局》片尾曲)
473940676,天谕 - (动画《天谕》主题曲)
28191534,天黑黑
1337238677,我们的爱 - (公益纪录片《微爱之光》主题曲)
4877777,我的舞台
92877,笔墨登场
28191533,没那么简单
93063,潇湘雨
93069,决别诗
4877778,有梦好甜蜜(独唱版) - (《我为歌狂》插曲)
31877646,原来你什么都不要 (Live)
27514901,我以为 - (《龙门镖局》插曲)
31877158,耶利亚女郎 (Live)
93211,我的未来不是梦
92956,婚礼进行曲
93274,包袱
509311719,高手
569870987,快意江湖
532711456,Yes I Do
93175,皇帝
307231,进行式
532711452,覅忒好
31877485,眼色 (Live)
92938,Waiting For You
28191535,追月
93192,葬英雄
28191531,空位
534542218,降心掌 - (手游《天龙八部》江湖行酒令系列歌曲)
165379,小星星
165340,有点甜
1313052971,岁月神偷
165361,不分手的恋爱
1319655594,无名之辈 - (电影《无名之辈》同名主题曲)
426852063,一笑倾城 - (电视剧《微微一笑很倾城》片头曲)
553310138,忽而今夏 - (电视剧《忽而今夏》主题曲)
174944,后会无期
482386133,那个男孩 - (电视剧《夏至未至》插曲)
1320100071,为你写诗 - (电影《为你写诗》同名曲)
